,application_received,application_year,council_district,address,city,zip,units_withdrawn,replacement_unit,yearbuilt,units,sqftmain,center_lat,center_lon,geometry
5521025019,4/20/20,2020,13,407 N HARVARD BLVD,LOS ANGELES ,90004.0,2,0.0,1912.0,2.0,2286.0,34.07791681,-118.30490966,POINT (-13169642.30169543 4039269.154578504)
5521028018,7/27/15,2015,13,4614 W OAKWOOD AVE,LOS ANGELES ,90004.0,2,10.0,1920.0,1.0,1700.0,34.07744183,-118.30751403,POINT (-13169932.21883767 4039205.317933853)
5521029001,8/14/19,2019,13,338 N SERRANO AVE,LOS ANGELES ,90004.0,2,0.0,1920.0,0.0,2424.0,34.07746589,-118.30660981,POINT (-13169831.5615277 4039208.551555443)
5522003003,6/29/18,2018,4,5212 W MELROSE AVE,LOS ANGELES ,90038.0,7,0.0,1921.0,4.0,4180.0,34.08320876,-118.3141611,POINT (-13170672.16728534 4039980.409439072)
5522006011,10/2/17,2017,4,5123 W CLINTON ST,LOS ANGELES ,90004.0,2,0.0,1921.0,2.0,1882.0,34.08193034,-118.31438527,POINT (-13170697.12177559 4039808.5816656)
5522007019,5/14/19,2019,4,626 N WILTON PL,LOS ANGELES ,90004.0,6,0.0,1923.0,6.0,2582.0,34.08263851,-118.313206,POINT (-13170565.84603968 4039903.763894154)
5522007020,5/14/19,2019,4,630 N WILTON PL,LOS ANGELES ,90004.0,6,0.0,1923.0,6.0,2582.0,34.08249957,-118.31320558,POINT (-13170565.79928549 4039885.089475183)
5522007026,7/12/17,2017,4,5162 W MELROSE AVE,LOS ANGELES ,90038.0,2,0.0,1927.0,0.0,32142.0,34.08332925,-118.31303612,POINT (-13170546.93508458 4039996.604194659)
5522010008,3/12/19,2019,4,622 N MANHATTAN PL,LOS ANGELES ,90004.0,2,0.0,1913.0,2.0,1784.0,34.08235895,-118.30991802,POINT (-13170199.82978034 4039866.189284733)
5522013006,3/12/19,2019,4,517 N ST ANDREWS PL,LOS ANGELES ,90004.0,3,0.0,1910.0,3.0,1825.0,34.08089407,-118.31145782,POINT (-13170371.23953226 4039669.302294725)
5522013016,5/20/15,2015,4,522 N GRAMERCY PL,LOS ANGELES ,90004.0,2,0.0,1911.0,2.0,1322.0,34.08096016,-118.31225892,POINT (-13170460.41757634 4039678.185038498)
5522014012,8/30/17,2017,4,523 N GRAMERCY PL,LOS ANGELES ,90004.0,3,0.0,1914.0,3.0,1964.0,34.08104786,-118.31280203,POINT (-13170520.87630499 4039689.972258)
5522014014,8/30/17,2017,4,517 N GRAMERCY PL,LOS ANGELES ,90004.0,3,0.0,1915.0,3.0,1836.0,34.08081409,-118.31280089,POINT (-13170520.74940076 4039658.552692143)
5522015010,4/24/15,2015,4,5141 W MAPLEWOOD AVE,LOS ANGELES ,90004.0,1,0.0,1923.0,2.0,1430.0,34.08057003,-118.31501795,POINT (-13170767.55139102 4039625.750204185)
5522015012,11/27/17,2017,4,5133 W MAPLEWOOD AVE,LOS ANGELES ,90004.0,2,0.0,1920.0,2.0,2200.0,34.08057011,-118.31469267,POINT (-13170731.34138706 4039625.760956441)
5522016018,8/25/17,2017,4,5128 W MAPLEWOOD AVE,LOS ANGELES ,90004.0,2,0.0,1921.0,2.0,1828.0,34.0800346,-118.31453885,POINT (-13170714.21822298 4039553.78693574)
5522021019,1/16/19,2019,4,4939 W ELMWOOD AVE,LOS ANGELES ,90004.0,2,0.0,1924.0,3.0,3910.0,34.07875588,-118.31468397,POINT (-13170730.37290749 4039381.92528242)
5522022008,12/9/15,2015,4,412 N NORTON AVE,LOS ANGELES ,90004.0,12,35.0,1926.0,12.0,11016.0,34.07905477,-118.31665359,POINT (-13170949.63000294 4039422.09625997)
5522022009,12/9/15,2015,4,424 N NORTON AVE,LOS ANGELES ,90004.0,10,0.0,1924.0,10.0,6626.0,34.07928833,-118.3166545,POINT (-13170949.73130368 4039453.486948885)
5522025019,3/14/16,2016,4,417 N NORTON AVE,LOS ANGELES ,90004.0,1,0.0,1923.0,2.0,1836.0,34.07901185,-118.3173139,POINT (-13171023.13537591 4039416.327780055)
5522028014,5/24/17,2017,4,4839 W BEVERLY BLVD,LOS ANGELES ,90004.0,3,0.0,1922.0,3.0,3215.0,34.07652079,-118.3149682,POINT (-13170762.01324635 4039081.532472067)
5522029006,1/18/19,2019,4,307 N WILTON PL,LOS ANGELES ,90004.0,3,0.0,1920.0,3.0,2875.0,34.07652637,-118.31369211,POINT (-13170619.95955735 4039082.282405993)
5522030004,8/30/16,2016,4,4843 W OAKWOOD AVE,LOS ANGELES ,90004.0,3,0.0,1917.0,3.0,2983.0,34.07757368,-118.31282797,POINT (-13170523.76393257 4039223.03835271)
5522030006,8/30/16,2016,4,4831 W OAKWOOD AVE,LOS ANGELES ,90004.0,2,0.0,1912.0,2.0,2591.0,34.07757494,-118.31249775,POINT (-13170487.00401033 4039223.207694728)
5522030011,6/16/15,2015,4,4807 W OAKWOOD AVE,LOS ANGELES ,90004.0,2,0.0,1920.0,2.0,2436.0,34.07757804,-118.31167217,POINT (-13170395.10086512 4039223.624329865)
5522030013,6/18/18,2018,4,371 N ST ANDREWS PL,LOS ANGELES ,90004.0,4,0.0,1921.0,4.0,4888.0,34.07797522,-118.31150943,POINT (-13170376.98473118 4039277.004825159)
5522033015,7/3/19,2019,4,4804 W OAKWOOD AVE,LOS ANGELES ,90004.0,3,0.0,1920.0,3.0,2252.0,34.07695956,-118.31166912,POINT (-13170394.76134067 4039140.501889722)
5522033017,6/6/16,2016,4,4814 W OAKWOOD AVE,LOS ANGELES ,90004.0,2,11.0,1920.0,2.0,2672.0,34.0769583,-118.31199934,POINT (-13170431.52126292 4039140.332548934)
5522033025,4/14/17,2017,4,4858 W OAKWOOD AVE,LOS ANGELES ,90004.0,2,5.0,1917.0,2.0,1841.0,34.07695111,-118.3133194,POINT (-13170578.46966994 4039139.366231306)
5523007003,10/29/18,2018,4,643 N ROSSMORE AVE,LOS ANGELES ,90004.0,2,0.0,1923.0,2.0,3046.0,34.08292839,-118.32702574,POINT (-13172104.25245938 4039942.725707011)
5523011019,7/5/16,2016,4,631 N LUCERNE BLVD,LOS ANGELES ,90004.0,2,0.0,1921.0,2.0,1846.0,34.08265119,-118.32519854,POINT (-13171900.8494858 4039905.468168261)
5523025026,3/4/20,2020,4,611 N IRVING BLVD,LOS ANGELES ,90004.0,4,0.0,1924.0,4.0,3628.0,34.08208672,-118.31898441,POINT (-13171209.09569847 4039829.599992284)
5523029035,1/21/15,2015,4,527 N WINDSOR BLVD,LOS ANGELES ,90004.0,2,0.0,1923.0,2.0,1989.0,34.07979735,-118.3198801,POINT (-13171308.80345318 4039521.900026991)
5524001006,8/20/18,2018,5,838 N ORANGE DR,LOS ANGELES ,90038.0,2,0.0,1923.0,2.0,2392.0,34.08638218,-118.34130124,POINT (-13173693.39385019 4040406.948469317)
5524001011,8/13/18,2018,5,816 N ORANGE DR,LOS ANGELES ,90038.0,2,0.0,1922.0,2.0,6000.0,34.0858326,-118.34130018,POINT (-13173693.27585153 4040333.078337939)
5524001018,4/5/17,2017,5,819 N MANSFIELD AVE,LOS ANGELES ,90038.0,2,0.0,1923.0,2.0,1852.0,34.08583375,-118.3409038,POINT (-13173649.15103177 4040333.232911203)
5524002001,7/21/14,2014,5,858 N MANSFIELD AVE,Los Angeles ,90038.0,2,0.0,1940.0,2.0,2198.0,34.08693486,-118.34034434,POINT (-13173586.87222945 4040481.235761358)
5524002018,8/11/17,2017,5,817 N CITRUS AVE,LOS ANGELES ,90038.0,2,0.0,1938.0,2.0,1846.0,34.08583635,-118.33994588,POINT (-13173542.51586515 4040333.582381207)
5524002019,7/6/15,2015,5,823 N CITRUS AVE,LOS ANGELES ,90038.0,2,0.0,1923.0,2.0,1772.0,34.08597375,-118.33994614,POINT (-13173542.54480822 4040352.050541977)
5524004002,9/21/16,2016,4,853 N MCCADDEN PL,LOS ANGELES ,90038.0,2,4.0,1928.0,2.0,1918.0,34.08680429,-118.33775513,POINT (-13173298.6426907 4040463.685432232)
5524004010,10/16/17,2017,4,813 N MCCADDEN PL,LOS ANGELES ,90038.0,2,0.0,1924.0,2.0,2351.0,34.08570465,-118.33774972,POINT (-13173298.04045225 4040315.880394973)
5524005002,5/22/20,2020,4,849 N LAS PALMAS AVE,LOS ANGELES ,90038.0,3,0.0,1923.0,2.0,1928.0,34.08680735,-118.3365992,POINT (-13173169.9651517 4040464.096736258)
5524005005,2/4/19,2019,4,839 N LAS PALMAS AVE,LOS ANGELES ,90038.0,2,0.0,1924.0,2.0,2544.0,34.08639458,-118.33659732,POINT (-13173169.75587106 4040408.615183295)
5524005015,3/6/18,2018,4,808 N MCCADDEN PL,LOS ANGELES ,90038.0,2,0.0,1924.0,2.0,2433.0,34.08556899,-118.33707186,POINT (-13173222.58142222 4040297.646168243)
5524005016,3/8/17,2017,4,812 N MCCADDEN PL,LOS ANGELES ,90038.0,2,0.0,1924.0,2.0,2437.0,34.08570639,-118.33707267,POINT (-13173222.67159101 4040316.114270696)
5524005021,1/16/19,2019,4,836 N MCCADDEN PL,LOS ANGELES ,90038.0,3,0.0,1923.0,3.0,2424.0,34.08639334,-118.33707666,POINT (-13173223.11575578 4040408.448511886)
5524006008,7/15/15,2015,4,823 N CHEROKEE AVE,LOS ANGELES ,90038.0,3,0.0,1923.0,3.0,1790.0,34.08598514,-118.33552424,POINT (-13173050.30115188 4040353.58149202)
5524006027,12/20/13,2013,4,851 N CHEROKEE AVE,Los Angeles ,90038.0,2,0.0,1924.0,2.0,2516.0,34.08681017,-118.33552914,POINT (-13173050.84661739 4040464.475781159)
5524007010,12/1/17,2017,4,815 N JUNE ST,LOS ANGELES ,90038.0,4,0.0,1925.0,4.0,3332.0,34.08571517,-118.33448862,POINT (-13172935.01646083 4040317.29440228)
5525001006,4/14/20,2020,5,849 N ALTA VISTA BLVD,LOS ANGELES ,90046.0,2,0.0,1926.0,2.0,2980.0,34.08667431,-118.34779453,POINT (-13174416.22358657 4040446.214433767)
5525001027,3/21/18,2018,5,836 N POINSETTIA PL,LOS ANGELES ,90046.0,3,0.0,1925.0,3.0,3312.0,34.08640399,-118.34830375,POINT (-13174472.90969767 4040409.880004308)
5525002033,5/8/17,2017,5,844 N ALTA VISTA BLVD,LOS ANGELES ,90046.0,2,0.0,1928.0,2.0,3591.0,34.08653073,-118.34708749,POINT (-13174337.5162538 4040426.915450022)
5525003004,10/3/16,2016,5,807 N DETROIT ST,LOS ANGELES ,90046.0,4,0.0,1940.0,4.0,2844.0,34.08555265,-118.34547039,POINT (-13174157.50150524 4040295.449890802)
5525003006,6/5/14,2014,5,812 N FORMOSA AVE,Los Angeles ,90046.0,2,0.0,1924.0,2.0,2243.0,34.0856947,-118.34590676,POINT (-13174206.07799143 4040314.543002297)
5525003009,7/31/13,2013,5,818 N FORMOSA AVE,Los Angeles ,90046.0,2,0.0,1926.0,3.0,2408.0,34.08583209,-118.34590703,POINT (-13174206.10804769 4040333.009788055)
5525003022,9/17/18,2018,5,853 N DETROIT ST,LOS ANGELES ,90046.0,2,0.0,1924.0,2.0,2112.0,34.0867939,-118.34547269,POINT (-13174157.75754006 4040462.288880439)
5525003023,11/5/15,2015,5,859 N DETROIT ST,LOS ANGELES ,90046.0,3,0.0,1925.0,3.0,2792.0,34.08693137,-118.34547292,POINT (-13174157.78314355 4040480.766659001)
5525003030,6/5/14,2014,5,806 N FORMOSA AVE,Los Angeles ,90046.0,3,0.0,1924.0,3.0,2243.0,34.08555731,-118.34590649,POINT (-13174206.04793517 4040296.076246503)
5525004018,2/26/20,2020,5,828 N DETROIT ST,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,1855.0,34.08609988,-118.34483504,POINT (-13174086.77466676 4040369.003909829)
5525004022,5/16/17,2017,5,800 N DETROIT ST,LOS ANGELES ,90046.0,3,0.0,1923.0,3.0,2584.0,34.08540625,-118.34483368,POINT (-13174086.62327225 4040275.772124092)
5525005025,8/6/20,2020,5,817 N SYCAMORE AVE,LOS ANGELES ,90038.0,2,0.0,1923.0,2.0,2211.0,34.08582837,-118.34314527,POINT (-13173898.6703308 4040332.509777157)
5525006001,4/8/15,2015,5,858 N SYCAMORE AVE,LOS ANGELES ,90038.0,2,2.0,1923.0,2.0,1656.0,34.08692926,-118.34251616,POINT (-13173828.63812595 4040480.483046984)
5525006003,4/8/15,2015,5,850 N SYCAMORE AVE,LOS ANGELES ,90038.0,2,2.0,1925.0,2.0,1650.0,34.08679208,-118.34243416,POINT (-13173819.5099277 4040462.04424867)
5525006010,5/24/17,2017,5,820 N SYCAMORE AVE,LOS ANGELES ,90038.0,3,0.0,1923.0,2.0,1855.0,34.08596695,-118.34243275,POINT (-13173819.35296722 4040351.136542049)
5525006011,10/3/18,2018,5,816 N SYCAMORE AVE,LOS ANGELES ,90038.0,2,0.0,1924.0,2.0,2544.0,34.08582956,-118.34243249,POINT (-13173819.32402415 4040332.669726877)
5525006022,12/17/18,2018,5,829 N ORANGE DR,LOS ANGELES ,90038.0,2,0.0,1923.0,2.0,2038.0,34.08610563,-118.34194241,POINT (-13173764.76856811 4040369.776778625)
5525006027,5/13/15,2015,5,853 N ORANGE DR,LOS ANGELES ,90038.0,2,2.0,1923.0,2.0,2118.0,34.08679335,-118.34194355,POINT (-13173764.89547233 4040462.214953254)
5525006028,5/13/15,2015,5,859 N ORANGE DR,LOS ANGELES ,90038.0,2,2.0,1924.0,2.0,2532.0,34.08693074,-118.3419438,POINT (-13173764.9233022 4040480.681978635)
5525013021,8/13/14,2014,5,616 N POINSETTIA PL,Los Angeles ,90036.0,2,0.0,1925.0,2.0,1946.0,34.08238577,-118.34829653,POINT (-13174472.10597095 4039869.794054803)
5525014024,8/2/16,2016,5,630 N ALTA VISTA BLVD,LOS ANGELES ,90036.0,2,0.0,1928.0,2.0,2599.0,34.08282933,-118.34708028,POINT (-13174336.71364027 4039929.411364765)
5525019022,5/18/16,2016,5,6926 W CLINTON ST,LOS ANGELES ,90036.0,4,0.0,1926.0,4.0,3782.0,34.08171762,-118.34242432,POINT (-13173818.41454392 4039779.990997303)
5525020017,7/31/17,2017,5,507 N SYCAMORE AVE,LOS ANGELES ,90036.0,2,0.0,1925.0,2.0,3330.0,34.08056055,-118.34316547,POINT (-13173900.91898452 4039624.47606209)
5525023019,10/9/14,2014,5,530 N ALTA VISTA BLVD,Los Angeles ,90036.0,3,0.0,1925.0,3.0,3006.0,34.08114789,-118.34707719,POINT (-13174336.36966304 4039703.41669213)
5525023020,6/11/15,2015,5,534 N ALTA VISTA BLVD,LOS ANGELES ,90036.0,2,0.0,1925.0,2.0,2338.0,34.08128528,-118.34707744,POINT (-13174336.39749292 4039721.882486333)
5525023021,9/12/18,2018,5,538 N ALTA VISTA BLVD,LOS ANGELES ,90036.0,2,0.0,1924.0,2.0,2320.0,34.08142267,-118.34707771,POINT (-13174336.42754918 4039740.348310501)
5525024004,12/20/17,2017,5,539 N ALTA VISTA BLVD,LOS ANGELES ,90036.0,2,0.0,1925.0,2.0,2082.0,34.08141954,-118.34778496,POINT (-13174415.15825904 4039739.92762431)
5525024017,11/5/18,2018,5,512 N POINSETTIA PL,LOS ANGELES ,90036.0,2,0.0,1927.0,2.0,2607.0,34.08067538,-118.34829323,POINT (-13174471.73861662 4039639.909588258)
5525024027,4/23/19,2019,5,535 N ALTA VISTA BLVD,LOS ANGELES ,90036.0,2,0.0,1925.0,2.0,2355.0,34.08128215,-118.3477847,POINT (-13174415.12931597 4039721.461800828)
5525025028,12/2/14,2014,5,428 N POINSETTIA PL,LOS ANGELES ,90036.0,2,0.0,1928.0,2.0,2544.0,34.07911378,-118.34829031,POINT (-13174471.41356371 4039430.027252622)
5526001006,7/13/17,2017,5,829 N CURSON AVE,LOS ANGELES ,90046.0,2,0.0,1922.0,2.0,1821.0,34.08618987,-118.35561757,POINT (-13175287.08041582 4040381.099648513)
5526001008,1/16/19,2019,5,839 N CURSON AVE,LOS ANGELES ,90046.0,2,0.0,1924.0,2.0,2608.0,34.08646465,-118.35561807,POINT (-13175287.13607557 4040418.033465994)
5526001009,5/20/14,2014,5,843 N CURSON AVE,Los Angeles ,90046.0,2,0.0,1923.0,2.0,1952.0,34.08660203,-118.35561833,POINT (-13175287.16501863 4040436.499075551)
5526001017,1/12/18,2018,5,854 N STANLEY AVE,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,1856.0,34.08688047,-118.35604826,POINT (-13175335.02460731 4040473.925025119)
5526001019,7/17/17,2017,5,842 N STANLEY AVE,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,2000.0,34.08660567,-118.35604778,POINT (-13175334.97117396 4040436.988337998)
5526001026,5/5/16,2016,5,806 N STANLEY AVE,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,1918.0,34.08564393,-118.35604609,POINT (-13175334.78304402 4040307.718941805)
5526001031,9/25/18,2018,5,831 N CURSON AVE,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,1908.0,34.08632726,-118.35561782,POINT (-13175287.1082457 4040399.566542267)
5526002023,10/24/16,2016,5,832 N CURSON AVE,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,1984.0,34.08632209,-118.35500672,POINT (-13175219.08090487 4040398.871630594)
5526002030,4/27/16,2016,5,802 N CURSON AVE,LOS ANGELES ,90046.0,2,0.0,1924.0,3.0,3226.0,34.08549105,-118.35500512,POINT (-13175218.90279369 4040287.170170608)
5526002035,3/2/16,2016,5,818 N CURSON AVE,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,2622.0,34.08590991,-118.35500591,POINT (-13175218.99073609 4040343.469698485)
5526002040,8/11/17,2017,5,833 N SIERRA BONITA AVE,LOS ANGELES ,90046.0,2,0.0,1924.0,2.0,2016.0,34.08631847,-118.35457733,POINT (-13175171.28142872 4040398.38505803)
5526003016,7/3/14,2014,5,846 N SIERRA BONITA AVE,Los Angeles ,90046.0,2,0.0,1923.0,2.0,2060.0,34.0867256,-118.35396706,POINT (-13175103.34648307 4040453.108472041)
5526003020,3/20/19,2019,5,828 N SIERRA BONITA AVE,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,1972.0,34.08617797,-118.35396602,POINT (-13175103.2307108 4040379.500144606)
5526003029,12/22/14,2014,5,842 N SIERRA BONITA AVE,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,1874.0,34.08658809,-118.3539668,POINT (-13175103.31754001 4040434.625361873)
5526004024,12/4/19,2019,5,849 N VISTA ST,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,1534.0,34.08671375,-118.35254012,POINT (-13174944.50024888 4040451.51567866)
5526004026,1/22/20,2020,5,859 N VISTA ST,LOS ANGELES ,90046.0,2,0.0,1922.0,2.0,2360.0,34.08698893,-118.35254069,POINT (-13174944.56370099 4040488.503490013)
5526005006,9/15/16,2016,5,829 N MARTEL AVE,LOS ANGELES ,90046.0,2,0.0,1924.0,2.0,1942.0,34.08615511,-118.35144193,POINT (-13174822.25029729 4040376.427484785)
5526005023,1/12/21,2021,5,812 N VISTA ST,LOS ANGELES ,90046.0,2,0.0,1924.0,2.0,2511.0,34.0857466,-118.35190389,POINT (-13174873.67544925 4040321.518951762)
5526005028,3/29/16,2016,5,820 N VISTA ST,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,2056.0,34.08602138,-118.35190446,POINT (-13174873.73890136 4040358.45257588)
5526006010,11/16/12,2012,5,843 N FULLER AVE,Los Angeles ,90046.0,3,9.0,1924.0,3.0,3250.0,34.0865574,-118.35019802,POINT (-13174683.77886949 4040430.500235794)
5526006020,2/11/19,2019,5,836 N MARTEL AVE,LOS ANGELES ,90046.0,2,0.0,1928.0,2.0,2638.0,34.08642432,-118.35074133,POINT (-13174744.25986204 4040412.612609594)
5526006033,5/3/17,2017,5,823 N FULLER AVE,LOS ANGELES ,90046.0,4,0.0,1938.0,4.0,2979.0,34.08600783,-118.35019696,POINT (-13174683.66087083 4040356.631295661)
5526017004,5/23/14,2014,5,637 N GARDNER ST,Los Angeles ,90036.0,2,0.0,1925.0,2.0,1942.0,34.08298127,-118.35353087,POINT (-13175054.79003438 4039949.833147446)
5526017005,5/22/14,2014,5,635 N GARDNER ST,Los Angeles ,90036.0,2,0.0,1927.0,2.0,2077.0,34.08285762,-118.35353055,POINT (-13175054.75441215 4039933.213732871)
5526018006,5/8/15,2015,5,627 N VISTA ST,LOS ANGELES ,90036.0,2,0.0,1928.0,2.0,2240.0,34.08266271,-118.3525284,POINT (-13174943.19558445 4039907.016531082)
5526018015,1/11/18,2018,5,606 N GARDNER ST,LOS ANGELES ,90036.0,2,0.0,1925.0,2.0,2258.0,34.08213336,-118.35293051,POINT (-13174987.95826489 4039835.868670705)
5526022016,7/5/17,2017,5,501 N POINSETTIA PL,LOS ANGELES ,90036.0,2,0.0,1925.0,2.0,2350.0,34.08039751,-118.34898872,POINT (-13174549.16020928 4039602.562990782)
5526024023,12/4/17,2017,5,544 N VISTA ST,LOS ANGELES ,90036.0,2,0.0,1925.0,2.0,2350.0,34.0815387,-118.35189494,POINT (-13174872.67913981 4039755.943279446)
5526025023,1/22/20,2020,5,538 N GARDNER ST,LOS ANGELES ,90036.0,2,0.0,1925.0,2.0,2328.0,34.08139669,-118.35292907,POINT (-13174987.79796483 4039736.856481201)
5526030033,1/22/20,2020,5,443 N SIERRA BONITA AVE,LOS ANGELES ,90036.0,6,0.0,1942.0,6.0,5223.0,34.07949876,-118.35456306,POINT (-13175169.69289959 4039481.76901766)
5526032014,8/31/16,2016,5,400 N GARDNER ST,LOS ANGELES ,90036.0,5,0.0,1929.0,5.0,7564.0,34.07839456,-118.3529226,POINT (-13174987.07772772 4039333.363868398)
5526035003,1/29/15,2015,5,455 N POINSETTIA PL,LOS ANGELES ,90036.0,2,0.0,1926.0,2.0,2908.0,34.07979765,-118.34898757,POINT (-13174549.03219186 4039521.940347577)
5527002022,12/17/15,2015,5,835 N ORANGE GROVE AVE,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,1864.0,34.08636808,-118.36079893,POINT (-13175863.86677264 4040405.053254524)
5527003003,9/2/15,2015,5,846 N ORANGE GROVE AVE,LOS ANGELES ,90046.0,2,0.0,1926.0,2.0,2381.0,34.08677738,-118.3602075,POINT (-13175798.0290862 4040460.068376878)
5527003007,8/14/18,2018,5,832 N ORANGE GROVE AVE,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,1976.0,34.08636522,-118.3602044,POINT (-13175797.68399578 4040404.668835107)
5527003027,8/14/19,2019,5,842 N ORANGE GROVE AVE,LOS ANGELES ,90046.0,2,0.0,1924.0,2.0,2040.0,34.08663999,-118.36020647,POINT (-13175797.91442712 4040441.601384945)
5527003029,5/23/19,2019,5,829 N OGDEN DR,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,1952.0,34.0862219,-118.35977402,POINT (-13175749.77431333 4040385.404868971)
5527004005,3/26/15,2015,5,836 N OGDEN DR,LOS ANGELES ,90046.0,2,0.0,1924.0,2.0,2517.0,34.08649174,-118.35916515,POINT (-13175681.99521497 4040421.674702248)
5527004006,3/1/16,2016,5,832 N OGDEN DR,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,1652.0,34.08635435,-118.3591641,POINT (-13175681.8783295 4040403.207772618)
5527004010,2/5/20,2020,5,812 N OGDEN DR,LOS ANGELES ,90046.0,2,0.0,1925.0,2.0,2295.0,34.0858048,-118.35915991,POINT (-13175681.41190084 4040329.341697867)
5527004012,9/2/15,2015,5,800 N OGDEN DR,LOS ANGELES ,90046.0,3,0.0,1924.0,3.0,2629.0,34.08552765,-118.35915599,POINT (-13175680.97552844 4040292.089614023)
5527005002,9/12/18,2018,5,852 N GENESEE AVE,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,2016.0,34.08689486,-118.35812798,POINT (-13175566.53797871 4040475.859231216)
5527005008,11/30/15,2015,5,822 N GENESEE AVE,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,1952.0,34.08607095,-118.35812164,POINT (-13175565.83221313 4040365.115372499)
5527005009,2/19/20,2020,5,818 N GENESEE AVE,LOS ANGELES ,90046.0,2,0.0,1925.0,2.0,2291.0,34.08593356,-118.35812059,POINT (-13175565.71532767 4040346.648534644)
5527005012,10/22/18,2018,5,806 N GENESEE AVE,LOS ANGELES ,90046.0,3,0.0,1927.0,3.0,3066.0,34.08565879,-118.35811847,POINT (-13175565.47933035 4040309.716292946)
5527005018,6/1/18,2018,5,813 N SPAULDING AVE,LOS ANGELES ,90046.0,3,0.0,1923.0,3.0,2082.0,34.08579262,-118.35769019,POINT (-13175517.80341883 4040327.70456602)
5527005021,5/8/19,2019,5,829 N SPAULDING AVE,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,1898.0,34.08620479,-118.35769336,POINT (-13175518.15630162 4040383.105077257)
5527005023,3/24/16,2016,5,839 N SPAULDING AVE,LOS ANGELES ,90046.0,2,0.0,1924.0,2.0,1770.0,34.08647957,-118.35769547,POINT (-13175518.39118574 4040420.038901245)
5527005024,9/18/18,2018,5,843 N SPAULDING AVE,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,2016.0,34.08661696,-118.35769654,POINT (-13175518.5102976 4040438.505858188)
5527005025,1/22/20,2020,5,849 N SPAULDING AVE,LOS ANGELES ,90046.0,3,0.0,1923.0,3.0,2069.0,34.08675412,-118.35769761,POINT (-13175518.62940945 4040456.941930106)
5527006003,12/18/19,2019,5,807 N STANLEY AVE,LOS ANGELES ,90046.0,2,0.0,1923.0,2.0,2145.0,34.08564785,-118.35665291,POINT (-13175402.33393742 4040308.245833862)
5527013016,4/23/15,2015,5,750 N EDINBURGH AVE,LOS ANGELES ,90046.0,8,0.0,1923.0,8.0,4256.0,34.08530606,-118.36344105,POINT (-13176157.98622566 4040262.305508132)
5527020014,1/7/19,2019,5,528 N HAYWORTH AVE,LOS ANGELES ,90048.0,3,0.0,1928.0,3.0,4045.0,34.08091749,-118.36230976,POINT (-13176032.05159892 4039672.450029735)
5527026007,8/28/18,2018,5,453 N STANLEY AVE,LOS ANGELES ,90036.0,2,0.0,1927.0,2.0,2776.0,34.07976427,-118.35663974,POINT (-13175400.86785973 4039517.454011148)
5527028008,4/23/19,2019,5,429 N GENESEE AVE,LOS ANGELES ,90036.0,3,0.0,1936.0,3.0,4446.0,34.0790679,-118.3586884,POINT (-13175628.92364774 4039423.860942318)
5527032021,6/14/17,2017,5,429 N HAYWORTH AVE,LOS ANGELES ,90048.0,4,0.0,1938.0,4.0,4818.0,34.07903894,-118.36296325,POINT (-13176104.79777295 4039419.968695858)
5527032022,4/17/17,2017,5,423 N HAYWORTH AVE,LOS ANGELES ,90048.0,4,0.0,1936.0,4.0,4668.0,34.07890156,-118.36296257,POINT (-13176104.7220757 4039401.504735451)
5527032023,9/25/14,2014,5,419 N HAYWORTH AVE,Los Angeles ,90048.0,4,0.0,1936.0,4.0,4652.0,34.07876416,-118.3629619,POINT (-13176104.64749164 4039383.038116986)
5527032024,2/23/15,2015,5,413 N HAYWORTH AVE,LOS ANGELES ,90048.0,2,33.0,1931.0,2.0,3831.0,34.07862677,-118.36296122,POINT (-13176104.57179439 4039364.57287248)
5527032025,9/25/14,2014,5,407 N HAYWORTH AVE,Los Angeles ,90048.0,6,0.0,1940.0,6.0,5064.0,34.07848921,-118.36296062,POINT (-13176104.50500269 4039346.084809948)
5527036004,10/31/18,2018,5,350 N HAYWORTH AVE,LOS ANGELES ,90048.0,4,0.0,1927.0,4.0,5070.0,34.07763977,-118.3622912,POINT (-13176029.98550917 4039231.920748238)
5527039008,10/22/15,2015,5,361 N GENESEE AVE,LOS ANGELES ,90036.0,2,0.0,1937.0,2.0,2881.0,34.07789021,-118.35868553,POINT (-13175628.6041608 4039265.579566411)
